기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2021,1,A,골목상권,2110184,용두사거리,77,1,3,1,1,8,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17
2021,1,A,골목상권,2110185,용두초등학교,61,1,2,1,2,8,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,13
2021,1,A,골목상권,2110186,종암초등학교,62,1,2,NA,2,4,NA,1,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,1,A,골목상권,2110187,제기동역 6번,115,3,2,1,NA,13,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,19
2021,1,A,골목상권,2110188,용두동신동아아파트,58,5,3,1,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15
2021,1,A,골목상권,2110189,제기동역 1번,157,2,2,NA,1,17,1,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,12
2021,1,A,골목상권,2110190,고대앞사거리,107,3,3,NA,1,8,1,2,1,NA,31,NA,NA,NA,1,NA,NA,NA,1,21
2021,1,A,골목상권,2110191,고려대역 6번,97,2,2,NA,NA,6,NA,1,1,1,32,NA,NA,NA,2,NA,NA,NA,1,19
2021,1,A,골목상권,2110192,동의보감타워,190,4,4,NA,2,12,1,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,1,13
2021,1,A,골목상권,2110193,고려대역 4번,83,2,1,NA,NA,3,2,1,1,1,31,NA,NA,NA,1,NA,NA,NA,1,15
2021,1,A,골목상권,2110194,홍파초등학교,97,3,NA,NA,NA,12,NA,1,1,1,1,NA,NA,NA,9,NA,NA,NA,NA,15
2021,1,A,골목상권,2110195,동대문구청,233,3,7,NA,2,18,1,1,1,NA,NA,NA,3,NA,3,NA,NA,NA,5,28
2021,1,A,골목상권,2110196,홍릉근린공원,40,1,NA,NA,NA,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,11
2021,1,A,골목상권,2110197,세종대왕기념관교차로,30,5,NA,NA,NA,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5
2021,1,A,골목상권,2110198,동대문중앙새마을금고본점,74,1,5,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,8
2021,1,A,골목상권,2110199,홍릉시장,89,3,1,NA,NA,10,NA,1,1,1,1,NA,NA,NA,9,NA,NA,NA,NA,18
2021,1,A,골목상권,2110200,동대문경찰서,86,4,1,NA,NA,9,NA,NA,1,1,NA,NA,NA,NA,7,NA,NA,NA,NA,18
2021,1,A,골목상권,2110201,전농119안전센터,66,2,1,NA,1,7,NA,NA,1,1,NA,NA,NA,NA,5,NA,NA,NA,3,15
2021,1,A,골목상권,2110202,전농1동주민센터(전농시장),60,2,1,NA,1,7,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,3,14
2021,1,A,골목상권,2110203,떡전교사거리,88,4,NA,1,NA,7,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,3,29
2021,1,A,골목상권,2110204,간데메공원,98,6,2,NA,1,8,1,1,2,1,NA,NA,NA,NA,5,NA,NA,NA,1,28
2021,1,A,골목상권,2110205,경희대삼거리,146,7,6,1,NA,13,3,4,2,3,26,NA,NA,NA,NA,NA,NA,NA,3,18
2021,1,A,골목상권,2110206,텃골근린공원,61,3,2,NA,1,8,2,1,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,15
2021,1,A,골목상권,2110207,시립대앞사거리,94,4,1,1,NA,4,NA,NA,1,1,26,NA,NA,NA,NA,NA,NA,NA,3,25
2021,1,A,골목상권,2110208,시조사삼거리,92,4,2,1,NA,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2021,1,A,골목상권,2110209,답십리 장령당공원,44,3,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12
2021,1,A,골목상권,2110210,서울시립대,105,2,1,1,NA,3,1,2,1,2,26,NA,NA,NA,NA,NA,NA,NA,3,24
2021,1,A,골목상권,2110211,전곡마을마당공원,110,3,3,NA,NA,11,2,2,1,1,26,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,1,A,골목상권,2110212,답십리초등학교,142,1,5,NA,1,16,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110213,청량초등학교,106,4,6,NA,NA,10,2,2,1,2,26,NA,NA,NA,1,NA,NA,NA,NA,16
2021,1,A,골목상권,2110214,경희대후문,109,3,4,NA,NA,10,1,1,1,2,43,NA,NA,NA,NA,NA,NA,NA,NA,21
2021,1,A,골목상권,2110215,회기역 1번,94,3,3,NA,NA,9,1,1,NA,1,5,NA,NA,NA,1,NA,NA,NA,3,18
2021,1,A,골목상권,2110216,전농중학교,63,2,2,NA,NA,13,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,10
2021,1,A,골목상권,2110217,자동차부품상가,92,6,4,NA,3,12,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110218,답십리사거리,88,2,2,NA,NA,10,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110219,삼육보건대학교,121,5,3,1,NA,11,1,1,2,NA,31,NA,NA,NA,1,NA,NA,NA,3,21
2021,1,A,골목상권,2110220,외대앞역 1번,138,5,4,NA,NA,19,3,1,NA,2,17,NA,NA,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110221,의릉,38,1,NA,NA,NA,5,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,5
2021,1,A,골목상권,2110222,회기역 2번,47,3,1,1,NA,7,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,3,12
2021,1,A,골목상권,2110223,군자초등학교,87,2,7,NA,4,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17
2021,1,A,골목상권,2110224,외대앞역 2번,52,2,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9
2021,1,A,골목상권,2110225,촬영소사거리,57,4,NA,NA,1,10,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110226,장안1동주민센터,162,6,4,NA,5,28,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,42
2021,1,A,골목상권,2110227,답십리공원,79,2,1,NA,1,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
2021,1,A,골목상권,2110228,장안근린공원,148,4,3,NA,3,22,2,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,39
2021,1,A,골목상권,2110229,장평중학교,106,3,6,NA,2,15,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,31
2021,1,A,골목상권,2110230,장안현대홈타운1차아파트,115,2,5,NA,1,17,1,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,26
2021,1,A,골목상권,2110231,장안교,34,2,NA,NA,NA,3,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12
2021,1,A,골목상권,2110232,동대부고,81,3,1,NA,1,12,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,1,A,골목상권,2110233,중랑역 1번,80,3,1,NA,NA,13,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,15
2021,1,A,골목상권,2110234,중랑역 4번,79,4,1,NA,NA,10,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,2,14
2021,1,A,골목상권,2110235,세화어린이공원,31,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,8
2021,1,A,골목상권,2110236,신묵초등학교,128,5,5,NA,1,14,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,28
2021,1,A,골목상권,2110237,메가박스 상봉,109,4,1,NA,1,13,NA,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,22
2021,1,A,골목상권,2110238,배꽃어린이공원,50,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,14
2021,1,A,골목상권,2110239,중랑역 2번,51,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,6
2021,1,A,골목상권,2110240,태릉시장 특화거리,88,3,3,NA,NA,10,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,20
2021,1,A,골목상권,2110241,먹골역 5번,116,5,4,NA,1,11,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,21
2021,1,A,골목상권,2110242,면목5동주민센터,68,2,1,NA,NA,6,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,23
2021,1,A,골목상권,2110243,중랑노인종합복지관,109,2,1,NA,1,12,1,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,31
2021,1,A,골목상권,2110244,중화역 4번,107,5,4,NA,1,13,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,27
2021,1,A,골목상권,2110245,KB국민은행 중화동지점,91,2,2,NA,NA,10,1,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,2,17
2021,1,A,골목상권,2110246,월드순복음교회,99,3,1,NA,1,14,NA,1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,2,14
2021,1,A,골목상권,2110247,먹골역 1번,125,6,5,NA,1,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23
2021,1,A,골목상권,2110248,먹골파출소,58,2,1,NA,1,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,1,A,골목상권,2110249,중화역 1번,127,4,4,NA,1,16,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,31
2021,1,A,골목상권,2110250,화랑대역 7번,73,1,NA,NA,1,5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,23
2021,1,A,골목상권,2110251,장안중학교,98,3,3,NA,1,12,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2021,1,A,골목상권,2110252,장안제일시장,82,2,2,1,NA,9,1,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,25
2021,1,A,골목상권,2110253,중곡초등학교,77,3,1,NA,NA,7,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110254,오거리공원,98,5,1,NA,NA,5,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110255,상봉역 4번,147,5,4,NA,2,13,1,3,NA,NA,NA,NA,6,NA,3,NA,NA,NA,5,22
2021,1,A,골목상권,2110256,면목2동체육관,160,4,4,NA,2,19,1,2,NA,NA,NA,NA,12,NA,1,NA,NA,NA,1,38
2021,1,A,골목상권,2110257,상봉역 7번,100,4,2,NA,NA,9,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19
2021,1,A,골목상권,2110258,면동초등학교,121,5,1,1,NA,21,1,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,19
2021,1,A,골목상권,2110259,사가정역 1번,138,5,2,1,1,23,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,22
2021,1,A,골목상권,2110260,면목역 3번,118,4,3,NA,1,16,2,1,NA,NA,NA,NA,6,NA,1,NA,NA,NA,1,23
2021,1,A,골목상권,2110261,사가정역 4번,157,4,3,NA,1,19,2,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,25
2021,1,A,골목상권,2110262,상봉역 3번,139,1,4,NA,1,9,NA,1,NA,NA,NA,NA,5,NA,1,NA,NA,1,5,19
2021,1,A,골목상권,2110263,면목역 1번,159,NA,2,NA,1,19,1,1,NA,NA,NA,NA,12,NA,1,NA,NA,1,1,28
2021,1,A,골목상권,2110264,면목역 2번,172,5,1,NA,NA,18,NA,2,2,1,7,NA,9,NA,NA,NA,NA,NA,1,36
2021,1,A,골목상권,2110265,망우역 1번,175,4,5,NA,2,21,2,2,1,NA,NA,NA,6,NA,1,NA,NA,1,5,24
2021,1,A,골목상권,2110266,면목동우체국,126,3,2,NA,NA,17,1,2,2,1,NA,NA,2,NA,1,NA,NA,NA,1,20
2021,1,A,골목상권,2110267,망우역 2번,114,3,1,NA,1,11,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,26
2021,1,A,골목상권,2110268,망우3동주민센터,98,2,1,NA,NA,8,NA,NA,NA,1,1,NA,9,NA,NA,NA,NA,1,NA,24
2021,1,A,골목상권,2110269,용마문화복지센터,91,2,NA,NA,NA,8,NA,NA,1,1,8,NA,5,NA,NA,NA,NA,NA,NA,28
2021,1,A,골목상권,2110270,혜원여고,68,1,1,NA,1,8,NA,1,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,17
2021,1,A,골목상권,2110271,신내역 1번,95,5,2,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,46
2021,1,A,골목상권,2110272,신내1동주민센터,107,4,3,NA,NA,12,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,29
2021,1,A,골목상권,2110273,장스여성병원,110,4,4,NA,1,14,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,25
2021,1,A,골목상권,2110274,서일대학교,110,4,1,NA,1,9,NA,1,1,2,8,NA,3,NA,NA,NA,NA,NA,NA,32
2021,1,A,골목상권,2110275,하나은행 망우동지점,128,5,4,NA,2,20,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110276,신내IC북측,49,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27
2021,1,A,골목상권,2110277,러스크서울병원,144,8,2,1,4,25,1,2,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,27
2021,1,A,골목상권,2110278,망우본동주민센터,117,7,2,1,4,17,1,3,2,3,NA,NA,2,NA,1,NA,NA,NA,NA,31
2021,1,A,골목상권,2110279,신내역 2번,67,1,1,1,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42
2021,1,A,골목상권,2110280,북정마을,78,2,2,NA,NA,1,1,NA,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,28
2021,1,A,골목상권,2110281,길상사,62,2,1,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110282,국민대학교앞,62,3,1,NA,NA,1,NA,NA,3,1,26,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110283,성북초등학교앞,77,3,2,NA,NA,NA,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
2021,1,A,골목상권,2110284,정릉북한산국립공원입구,30,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2021,1,A,골목상권,2110285,홍대부중,68,4,2,NA,NA,NA,1,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,23
2021,1,A,골목상권,2110286,한성대입구역 5번,133,7,3,NA,NA,11,4,1,2,4,11,NA,NA,NA,NA,NA,NA,NA,1,30
2021,1,A,골목상권,2110287,정릉3동주민센터,80,3,1,NA,NA,1,NA,1,3,1,25,NA,NA,NA,NA,NA,NA,NA,NA,26
2021,1,A,골목상권,2110288,동구여중,125,4,3,NA,NA,9,3,NA,4,3,11,NA,NA,NA,NA,NA,NA,NA,1,31
2021,1,A,골목상권,2110289,북한산보국문역 2번,157,11,4,NA,NA,12,NA,1,3,1,9,NA,NA,NA,NA,NA,NA,NA,1,57
2021,1,A,골목상권,2110290,북한산보국문역 1번,79,8,1,NA,NA,4,1,NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,1,29
2021,1,A,골목상권,2110291,한성대입구역 3번,145,4,5,NA,NA,12,NA,2,1,3,25,NA,NA,NA,NA,NA,NA,NA,1,39
2021,1,A,골목상권,2110292,정릉역 2번,90,5,3,NA,NA,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39
2021,1,A,골목상권,2110293,삼선중학교,173,5,9,NA,NA,20,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,41
2021,1,A,골목상권,2110294,서경대학교,130,6,4,NA,NA,13,2,1,NA,2,13,NA,NA,NA,NA,NA,NA,NA,1,37
2021,1,A,골목상권,2110295,정릉우체국,144,7,5,NA,NA,17,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,53
2021,1,A,골목상권,2110296,성신여대입구역 4번,156,5,7,NA,1,14,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,39
2021,1,A,골목상권,2110297,경동고등학교,172,8,5,NA,NA,20,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,47
2021,1,A,골목상권,2110298,솔숲어린이공원,70,4,2,NA,NA,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110299,정릉역 1번,153,4,5,NA,NA,16,4,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,54
2021,1,A,골목상권,2110300,삼선동주민센터,192,5,8,1,NA,15,1,2,1,1,24,NA,NA,NA,NA,NA,NA,NA,4,45
2021,1,A,골목상권,2110301,성신여대입구역 7번,147,1,4,NA,1,15,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,25
2021,1,A,골목상권,2110302,보문역 8번,66,3,3,NA,NA,5,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,12
2021,1,A,골목상권,2110303,성신여대입구역 1번,160,1,4,1,1,13,3,1,4,2,22,NA,NA,NA,NA,NA,NA,NA,3,28
2021,1,A,골목상권,2110304,보문역 4번,139,5,5,1,NA,7,NA,1,1,2,35,NA,NA,NA,NA,NA,NA,NA,3,33
2021,1,A,골목상권,2110305,보문역 5번,125,5,5,1,NA,7,NA,1,NA,1,34,NA,NA,NA,1,NA,NA,NA,3,24
2021,1,A,골목상권,2110306,미아초등학교,66,2,1,NA,NA,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110307,길음역 7번,100,3,4,NA,NA,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,27
2021,1,A,골목상권,2110308,길음역 8번,133,7,2,NA,1,15,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,35
2021,1,A,골목상권,2110309,대광초등학교,90,4,4,NA,1,5,NA,1,1,1,23,NA,NA,NA,1,NA,NA,NA,NA,16
2021,1,A,골목상권,2110310,길음역 10번,84,4,NA,NA,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110311,종암아이파크2차후문,34,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110312,안암역 2번,133,1,5,1,1,8,NA,NA,NA,1,72,NA,NA,NA,NA,NA,NA,NA,2,23
2021,1,A,골목상권,2110313,안암역 3번,164,3,6,1,2,12,NA,1,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,2,33
2021,1,A,골목상권,2110314,종암경찰서,132,8,2,NA,NA,15,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,38
2021,1,A,골목상권,2110315,종암아이파크2차,105,6,2,NA,1,11,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2021,1,A,골목상권,2110316,숭곡초등학교,214,5,4,NA,3,25,1,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,50
2021,1,A,골목상권,2110317,종암중학교,98,3,2,NA,NA,3,1,1,2,1,37,NA,NA,NA,NA,NA,NA,NA,1,30
2021,1,A,골목상권,2110318,KT월곡지사,121,3,2,NA,1,19,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,25
2021,1,A,골목상권,2110319,종암동주민센터,100,7,1,NA,1,14,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,1,A,골목상권,2110320,KB국민은행 종암동지점,78,2,2,NA,1,4,1,1,1,1,30,NA,NA,NA,NA,NA,NA,NA,1,18
2021,1,A,골목상권,2110321,동덕여대,66,2,NA,NA,NA,4,2,1,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110322,장위1동주민센터,72,3,1,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
2021,1,A,골목상권,2110323,상월곡역 1번,102,5,2,NA,NA,8,2,2,1,NA,12,NA,NA,NA,NA,NA,NA,NA,2,30
2021,1,A,골목상권,2110324,월곡역 4번,84,5,3,NA,NA,9,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,22
2021,1,A,골목상권,2110325,장곡초등학교,94,4,2,NA,NA,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
2021,1,A,골목상권,2110326,장위동성당,74,2,1,NA,NA,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2021,1,A,골목상권,2110327,상월곡역 2번,57,4,1,NA,NA,4,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,18
2021,1,A,골목상권,2110328,상월곡역 3번,50,4,1,NA,NA,4,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,18
2021,1,A,골목상권,2110329,우리은행체육관,72,1,NA,NA,NA,9,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2021,1,A,골목상권,2110330,돌곶이역 1번,70,4,2,NA,NA,7,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,12
2021,1,A,골목상권,2110331,돌곶이역 8번,101,3,3,NA,NA,14,1,1,NA,NA,2,NA,1,NA,2,NA,NA,NA,1,17
2021,1,A,골목상권,2110332,돌곶이역 3번,75,3,1,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20
2021,1,A,골목상권,2110333,돌곶이역 5번,108,4,3,NA,NA,15,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,21
2021,1,A,골목상권,2110334,석관중앙교회,73,3,2,NA,NA,12,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,16
2021,1,A,골목상권,2110335,석계역 7번,112,4,2,NA,NA,11,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,40
2021,1,A,골목상권,2110336,석관고등학교,43,4,NA,NA,NA,4,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110337,아카데미하우스,71,7,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33
2021,1,A,골목상권,2110338,인수초등학교,64,7,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2021,1,A,골목상권,2110339,국립4.19민주묘지,53,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,27
2021,1,A,골목상권,2110340,인수중학교,63,1,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2021,1,A,골목상권,2110341,북한산우이역 2번,49,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,23
2021,1,A,골목상권,2110342,국립재활원,75,3,NA,NA,1,5,NA,1,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,36
2021,1,A,골목상권,2110343,무너미어린이공원,80,4,1,NA,NA,3,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,1,A,골목상권,2110344,화계중학교,45,NA,NA,NA,NA,2,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,18
2021,1,A,골목상권,2110345,솔밭공원역 2번,105,4,NA,NA,1,7,1,1,1,NA,14,NA,NA,NA,NA,NA,NA,NA,2,43
2021,1,A,골목상권,2110346,4.19민주묘지역 2번,66,4,1,NA,NA,4,NA,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,1,17
2021,1,A,골목상권,2110347,구세군강북종합사회복지관,66,1,NA,NA,NA,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2021,1,A,골목상권,2110348,강북문화예술회관,97,7,1,NA,1,9,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,26
2021,1,A,골목상권,2110349,화계역 2번,80,1,NA,NA,NA,8,NA,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,1,26
2021,1,A,골목상권,2110350,가오리역 2번,65,6,NA,NA,1,8,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,17
2021,1,A,골목상권,2110351,수유북부시장옆,101,5,NA,NA,NA,7,1,1,2,NA,5,NA,1,NA,NA,NA,NA,NA,1,36
2021,1,A,골목상권,2110352,수유1동주민센터,148,4,NA,NA,NA,11,NA,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,2,48
2021,1,A,골목상권,2110353,수유동우체국,99,6,1,NA,NA,13,1,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2,17
2021,1,A,골목상권,2110354,삼각산119안전센터,93,1,2,NA,NA,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,1,A,골목상권,2110355,삼양사거리역 2번,150,4,2,NA,NA,16,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,28
2021,1,A,골목상권,2110356,덕수교,91,3,NA,NA,NA,8,NA,1,NA,1,17,NA,NA,NA,NA,NA,NA,NA,1,24
2021,1,A,골목상권,2110357,가오리역 1번,91,5,1,NA,1,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21
2021,1,A,골목상권,2110358,인수동 우편취급국,195,5,4,1,1,18,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,37
2021,1,A,골목상권,2110359,수유시장옆,157,6,6,1,1,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30
2021,1,A,골목상권,2110360,수유초등학교,204,5,4,1,1,22,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,38
2021,1,A,골목상권,2110361,삼양사거리역 1번,102,5,2,NA,NA,11,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,17
2021,1,A,골목상권,2110362,우이천 계성교,115,6,NA,NA,1,10,2,1,1,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,35
2021,1,A,골목상권,2110363,송천동주민센터,85,3,2,NA,NA,12,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110364,미아역 8번,170,6,4,NA,1,21,NA,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,2,18
2021,1,A,골목상권,2110365,미아역 5번,149,4,5,NA,2,15,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,16
2021,1,A,골목상권,2110366,광산사거리,89,2,1,NA,1,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,1,A,골목상권,2110367,강북구청,200,3,7,NA,2,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37
